T38, 1, 28, 38, 4
T38.1, 1, 17, 85, 0
T38.2, 3, 4, 87, 0
T38.3, 4, 9, 88, 0
T38.4, 5, 39, 91, 0
T39, 1, 4, 1, 0
T40, 1, 7, 63, 0
T41, 5, 20, 84, 0
T42, 5, 4, 54, 2
T42.1, 5, 49, 77, 0
T42.2, 5, 12, 100, 0
T43, 4, 18, 62, 4
T43.1, 5, 11, 78, 0
T43.2, 5, 1, 85, 0
T43.3, 5, 1, 96, 0
T43.4, 5, 28, 96, 0
T44, 2, 11, 69, 3
T44.1, 5, 4, 90, 0
T44.2, 5, 42, 90, 0
T44.3, 5, 47, 100, 0
T45, 4, 28, 79, 0
T46, 2, 13, 10, 4
T46.1, 4, 25, 48, 0
T46.2, 5, 33, 83, 0
T46.3, 5, 44, 94, 0
T46.4, 5, 37, 100, 0
T47, 1, 23, 90, 4
T47.1, 1, 26, 97, 0
T47.2, 1, 16, 98, 0
T47.3, 1, 49, 100, 0
T47.4, 3, 25, 100, 0
T48, 1, 34, 89, 4
T48.1, 4, 34, 89, 0
T48.2, 5, 33, 94, 0
T48.3, 5, 45, 99, 0
T48.4, 5, 50, 99, 0
T49, 4, 23, 16, 2
T49.1, 4, 19, 44, 0
T49.2, 5, 10, 94, 0
T50, 1, 32, 57, 1
T50.1, 3, 21, 81, 0
T51, 3, 43, 36, 1
T51.1, 5, 44, 59, 0
T52, 1, 34, 24, 4
T52.1, 3, 45, 35, 0
T52.2, 5, 26, 56, 0
T52.3, 5, 4, 74, 0
T52.4, 5, 20, 97, 0
T53, 5, 25, 86, 3
T53.1, 5, 38, 94, 0
T53.2, 5, 44, 99, 0
T53.3, 5, 39, 99, 0
T54, 4, 34, 24, 4
T54.1, 4, 28, 42, 0
T54.2, 5, 33, 56, 0
T54.3, 5, 32, 92, 0
T54.4, 5, 9, 100, 0
T55, 1, 30, 73, 2
T55.1, 2, 4, 96, 0
T55.2, 5, 41, 100, 0
T56, 5, 25, 63, 2
T56.1, 5, 26, 96, 0
T56.2, 5, 29, 96, 0
T57, 2, 28, 96, 0
T58, 4, 25, 3, 3
T58.1, 4, 38, 10, 0
T58.2, 5, 44, 46, 0
T58.3, 5, 37, 58, 0
T59, 4, 33, 78, 2
T59.1, 4, 45, 91, 0
T59.2, 5, 2, 100, 0
T60, 4, 23, 50, 1
T60.1, 5, 30, 96, 0
T61, 1, 8, 79, 3
T61.1, 1, 24, 92, 0
T61.2, 2, 31, 100, 0
T61.3, 4, 48, 100, 0
T62, 1, 27, 55, 1
T62.1, 1, 12, 97, 0
T63, 3, 34, 71, 3
T63.1, 3, 26, 78, 0
T63.2, 4, 27, 96, 0
T63.3, 5, 7, 96, 0
T64, 1, 40, 77, 0
T65, 3, 13, 93, 1
T65.1, 3, 16, 96, 0
T66, 4, 15, 56, 4
T66.1, 4, 8, 67, 0
T66.2, 4, 19, 92, 0
T66.3, 4, 20, 96, 0
T66.4, 5, 1, 96, 0
T67, 3, 41, 14, 4
T67.1, 3, 33, 75, 0
T67.2, 3, 2, 93, 0
T67.3, 4, 33, 97, 0
T67.4, 5, 42, 99, 0
T68, 5, 16, 97, 1
T68.1, 5, 1, 99, 0
T69, 2, 20, 38, 4
T69.1, 5, 32, 55, 0
T69.2, 5, 49, 76, 0
T69.3, 5, 18, 76, 0
T69.4, 5, 3, 77, 0
T70, 4, 16, 32, 3
T70.1, 5, 16, 64, 0
T70.2, 5, 11, 78, 0
T70.3, 5, 36, 80, 0
T71, 3, 41, 67, 2
T71.1, 5, 18, 87, 0
T71.2, 5, 25, 87, 0
T72, 2, 29, 81, 3
T72.1, 2, 12, 98, 0
T72.2, 3, 23, 98, 0
T72.3, 5, 35, 99, 0
T73, 4, 39, 50, 4
T73.1, 5, 30, 58, 0
T73.2, 5, 29, 68, 0
T73.3, 5, 48, 89, 0
T73.4, 5, 4, 92, 0
T74, 1, 4, 63, 1
T74.1, 2, 4, 72, 0
T75, 4, 33, 47, 3
T75.1, 5, 14, 63, 0
T75.2, 5, 31, 66, 0
T75.3, 5, 3, 73, 0
T76, 2, 16, 57, 0
T77, 5, 1, 70, 2
T77.1, 5, 36, 86, 0
T77.2, 5, 16, 86, 0
T78, 5, 33, 82, 4
T78.1, 5, 2, 92, 0
T78.2, 5, 29, 99, 0
T78.3, 5, 20, 99, 0
T78.4, 5, 39, 100, 0
T79, 3, 21, 23, 2
T79.1, 5, 35, 33, 0
T79.2, 5, 5, 74, 0
T80, 1, 48, 92, 3
T80.1, 2, 36, 94, 0
T80.2, 5, 25, 94, 0
T80.3, 5, 35, 94, 0
T81, 4, 19, 78, 2
T81.1, 5, 32, 98, 0
T81.2, 5, 8, 98, 0
T82, 4, 50, 68, 4
T82.1, 4, 6, 70, 0
T82.2, 5, 22, 89, 0
T82.3, 5, 28, 89, 0
T82.4, 5, 49, 98, 0
T83, 3, 21, 80, 2
T83.1, 3, 37, 92, 0
T83.2, 3, 34, 96, 0
T84, 3, 42, 95, 2
T84.1, 4, 34, 95, 0
T84.2, 5, 14, 97, 0
T85, 2, 14, 87, 4
T85.1, 2, 49, 90, 0
T85.2, 3, 1, 100, 0
T85.3, 5, 8, 100, 0
T85.4, 5, 30, 100, 0
T86, 4, 12, 3, 0
T87, 4, 47, 50, 3
T87.1, 5, 18, 60, 0
T87.2, 5, 50, 73, 0
T87.3, 5, 29, 91, 0
T88, 3, 45, 30, 4
T88.1, 4, 48, 95, 0
T88.2, 5, 24, 99, 0
T88.3, 5, 32, 99, 0
T88.4, 5, 20, 99, 0
T89, 2, 23, 52, 2
T89.1, 4, 11, 68, 0
T89.2, 5, 25, 80, 0
T90, 5, 27, 77, 4
T90.1, 5, 48, 92, 0
T90.2, 5, 30, 94, 0
T90.3, 5, 42, 99, 0
T90.4, 5, 25, 100, 0
T91, 4, 33, 36, 0
T92, 4, 31, 20, 2
T92.1, 5, 2, 68, 0
T92.2, 5, 40, 80, 0
T93, 4, 17, 11, 0
T94, 4, 17, 13, 2
T94.1, 4, 27, 45, 0
T94.2, 5, 9, 68, 0
T95, 2, 23, 90, 0
T96, 4, 2, 13, 1
T96.1, 5, 13, 41, 0
T97, 2, 37, 25, 3
T97.1, 3, 21, 97, 0
T97.2, 5, 8, 98, 0
T97.3, 5, 30, 98, 0
T98, 4, 45, 53, 3
T98.1, 5, 30, 57, 0
T98.2, 5, 31, 93, 0
T98.3, 5, 38, 100, 0
T99, 4, 34, 45, 4
T99.1, 4, 16, 84, 0
T99.2, 4, 36, 92, 0
T99.3, 4, 46, 96, 0
T99.4, 5, 15, 99, 0
T100, 4, 6, 16, 2
T100.1, 4, 18, 69, 0
T100.2, 4, 7, 73, 0
T101, 5, 11, 86, 3
T101.1, 5, 20, 91, 0
T101.2, 5, 49, 98, 0
T101.3, 5, 12, 98, 0
T102, 1, 1, 75, 0
T103, 3, 37, 51, 1
T103.1, 5, 15, 66, 0
T104, 4, 8, 0, 2
T104.1, 5, 47, 92, 0
T104.2, 5, 5, 97, 0
T105, 1, 49, 65, 4
T105.1, 3, 6, 93, 0
T105.2, 4, 13, 99, 0
T105.3, 5, 2, 99, 0
T105.4, 5, 6, 99, 0
T106, 2, 50, 84, 3
T106.1, 3, 50, 90, 0
T106.2, 4, 3, 99, 0
T106.3, 4, 36, 99, 0
T107, 1, 50, 98, 0
T108, 2, 38, 7, 3
T108.1, 3, 35, 88, 0
T108.2, 5, 35, 96, 0
T108.3, 5, 15, 96, 0
T109, 5, 28, 41, 2
T109.1, 5, 17, 92, 0
T109.2, 5, 11, 98, 0
T110, 2, 13, 92, 0
T111, 1, 35, 24, 2
T111.1, 1, 3, 51, 0
T111.2, 4, 20, 63, 0
T112, 4, 29, 75, 1
T112.1, 4, 20, 89, 0
T113, 5, 38, 70, 0
T114, 1, 26, 25, 4
T114.1, 2, 13, 31, 0
T114.2, 5, 8, 84, 0
T114.3, 5, 5, 98, 0
T114.4, 5, 18, 99, 0
T115, 1, 13, 27, 2
T115.1, 4, 19, 71, 0
T115.2, 4, 17, 81, 0
T116, 3, 21, 63, 0
T117, 2, 17, 69, 2
T117.1, 2, 42, 70, 0
T117.2, 3, 12, 77, 0
T118, 4, 6, 17, 4
T118.1, 5, 38, 64, 0
T118.2, 5, 42, 80, 0
T118.3, 5, 32, 97, 0
T118.4, 5, 3, 99, 0
T119, 4, 43, 50, 3
T119.1, 4, 18, 93, 0
T119.2, 5, 29, 96, 0
T119.3, 5, 23, 98, 0
T120, 4, 9, 78, 3
T120.1, 4, 42, 100, 0
T120.2, 5, 45, 100, 0
T120.3, 5, 24, 100, 0
T121, 4, 16, 51, 3
T121.1, 4, 23, 55, 0
T121.2, 5, 27, 100, 0
T121.3, 5, 20, 100, 0
T122, 3, 46, 5, 4
T122.1, 4, 27, 39, 0
T122.2, 5, 22, 86, 0
T122.3, 5, 4, 94, 0
T122.4, 5, 27, 98, 0
T123, 2, 18, 38, 3
T123.1, 4, 32, 93, 0
T123.2, 4, 24, 96, 0
T123.3, 5, 7, 96, 0
T124, 1, 41, 66, 4
T124.1, 5, 33, 71, 0
T124.2, 5, 48, 81, 0
T124.3, 5, 20, 91, 0
T124.4, 5, 3, 94, 0
T125, 4, 9, 64, 4
T125.1, 4, 4, 83, 0
T125.2, 5, 7, 94, 0
T125.3, 5, 22, 94, 0
T125.4, 5, 46, 100, 0
T126, 4, 34, 22, 4
T126.1, 4, 7, 77, 0
T126.2, 4, 4, 88, 0
T126.3, 5, 30, 95, 0
T126.4, 5, 31, 95, 0
T127, 5, 43, 23, 2
T127.1, 5, 26, 25, 0
T127.2, 5, 15, 83, 0
T128, 5, 32, 17, 2
T128.1, 5, 33, 35, 0
T128.2, 5, 30, 86, 0
T129, 2, 12, 22, 0
T130, 2, 45, 46, 3
T130.1, 2, 44, 92, 0
T130.2, 5, 21, 100, 0
T130.3, 5, 31, 100, 0
T131, 4, 48, 13, 3
T131.1, 5, 4, 55, 0
T131.2, 5, 23, 72, 0
T131.3, 5, 37, 83, 0
T132, 1, 28, 30, 4
T132.1, 2, 19, 70, 0
T132.2, 5, 32, 79, 0
T132.3, 5, 48, 83, 0
T132.4, 5, 3, 93, 0
T133, 5, 41, 68, 4
T133.1, 5, 24, 99, 0
T133.2, 5, 23, 99, 0
T133.3, 5, 28, 99, 0
T133.4, 5, 46, 99, 0
T134, 1, 2, 42, 0
T135, 4, 32, 20, 4
T135.1, 4, 47, 68, 0
T135.2, 4, 5, 71, 0
T135.3, 4, 32, 80, 0
T135.4, 4, 23, 89, 0
T136, 5, 23, 52, 3
T136.1, 5, 34, 87, 0
T136.2, 5, 21, 98, 0
T136.3, 5, 41, 99, 0
T137, 2, 36, 57, 3
T137.1, 2, 17, 57, 0
T137.2, 4, 4, 95, 0
T137.3, 5, 40, 95, 0
T138, 5, 42, 46, 1
T138.1, 5, 50, 50, 0
T139, 1, 44, 47, 2
T139.1, 3, 11, 52, 0
T139.2, 3, 44, 88, 0
T140, 1, 25, 54, 1
T140.1, 4, 4, 80, 0
T141, 5, 11, 38, 3
T141.1, 5, 44, 46, 0
T141.2, 5, 43, 65, 0
T141.3, 5, 12, 74, 0
T142, 1, 48, 46, 2
T142.1, 3, 6, 58, 0
T142.2, 4, 12, 90, 0
T143, 4, 39, 100, 0
T144, 2, 25, 51, 3
T144.1, 3, 43, 65, 0
T144.2, 5, 40, 68, 0
T144.3, 5, 23, 95, 0
T145, 4, 18, 92, 4
T145.1, 5, 21, 100, 0
T145.2, 5, 4, 100, 0
T145.3, 5, 48, 100, 0
T145.4, 5, 16, 100, 0
T146, 4, 27, 91, 3
T146.1, 5, 37, 100, 0
T146.2, 5, 18, 100, 0
T146.3, 5, 1, 100, 0
T147, 4, 20, 48, 1
T147.1, 4, 20, 77, 0
T148, 1, 36, 60, 4
T148.1, 2, 13, 87, 0
T148.2, 2, 20, 97, 0
T148.3, 5, 9, 99, 0
T148.4, 5, 2, 100, 0
T149, 4, 48, 34, 1
T149.1, 5, 40, 43, 0
T150, 3, 3, 87, 0
T151, 3, 39, 8, 3
T151.1, 4, 3, 62, 0
T151.2, 5, 45, 74, 0
T151.3, 5, 16, 85, 0
T152, 5, 37, 30, 0
T153, 4, 42, 23, 1
T153.1, 4, 16, 94, 0
T154, 2, 8, 33, 2
T154.1, 2, 15, 59, 0
T154.2, 5, 8, 96, 0
T155, 5, 49, 49, 1
T155.1, 5, 8, 67, 0
T156, 5, 4, 9, 3
T156.1, 5, 6, 27, 0
T156.2, 5, 12, 30, 0
T156.3, 5, 35, 78, 0
T157, 1, 1, 82, 0
T158, 1, 43, 36, 3
T158.1, 1, 44, 67, 0
T158.2, 3, 44, 78, 0
T158.3, 3, 34, 92, 0
T159, 3, 40, 89, 1
T159.1, 5, 14, 95, 0
T160, 4, 49, 29, 3
T160.1, 4, 30, 33, 0
T160.2, 5, 47, 61, 0
T160.3, 5, 25, 74, 0
T161, 2, 41, 70, 4
T161.1, 4, 34, 86, 0
T161.2, 5, 28, 94, 0
T161.3, 5, 22, 100, 0
T161.4, 5, 15, 100, 0
T162, 4, 47, 59, 1
T162.1, 5, 8, 61, 0
T163, 1, 2, 53, 1
T163.1, 3, 35, 84, 0
T164, 4, 30, 18, 1
T164.1, 4, 30, 91, 0
T165, 4, 5, 78, 0
T166, 4, 25, 46, 2
T166.1, 5, 25, 81, 0
T166.2, 5, 35, 100, 0
T167, 5, 26, 16, 4
T167.1, 5, 1, 42, 0
T167.2, 5, 22, 92, 0
T167.3, 5, 19, 93, 0
T167.4, 5, 15, 95, 0
T168, 3, 40, 91, 0
T169, 4, 43, 47, 2
T169.1, 4, 10, 73, 0
T169.2, 4, 45, 77, 0
T170, 5, 8, 6, 4
T170.1, 5, 33, 90, 0
T170.2, 5, 37, 98, 0
T170.3, 5, 13, 99, 0
T170.4, 5, 33, 100, 0
T171, 1, 50, 49, 3
T171.1, 2, 47, 74, 0
T171.2, 5, 31, 91, 0
T171.3, 5, 44, 95, 0
T172, 2, 8, 43, 0
T173, 4, 26, 16, 4
T173.1, 4, 46, 85, 0
T173.2, 4, 21, 97, 0
T173.3, 4, 44, 100, 0
T173.4, 5, 3, 100, 0
T174, 4, 31, 6, 2
T174.1, 5, 47, 87, 0
T174.2, 5, 34, 87, 0
T175, 3, 31, 60, 3
T175.1, 4, 35, 66, 0
T175.2, 4, 28, 70, 0
T175.3, 5, 26, 71, 0
T176, 4, 3, 90, 4
T176.1, 4, 28, 99, 0
T176.2, 5, 9, 99, 0
T176.3, 5, 24, 100, 0
T176.4, 5, 19, 100, 0
T177, 5, 30, 90, 3
T177.1, 5, 35, 100, 0
T177.2, 5, 20, 100, 0
T177.3, 5, 6, 100, 0
T178, 3, 32, 86, 3
T178.1, 5, 18, 94, 0
T178.2, 5, 14, 94, 0
T178.3, 5, 47, 99, 0
T179, 3, 39, 32, 4
T179.1, 4, 41, 53, 0
T179.2, 5, 45, 67, 0
T179.3, 5, 9, 98, 0
T179.4, 5, 15, 100, 0
T180, 2, 45, 0, 1
T180.1, 2, 4, 81, 0
T181, 4, 43, 88, 3
T181.1, 5, 22, 100, 0
T181.2, 5, 3, 100, 0
T181.3, 5, 29, 100, 0
T182, 4, 37, 50, 1
T182.1, 5, 7, 62, 0
T183, 3, 47, 93, 0
T184, 4, 20, 78, 1
T184.1, 5, 47, 98, 0
T185, 3, 24, 66, 4
T185.1, 3, 38, 83, 0
T185.2, 3, 43, 90, 0
T185.3, 4, 16, 91, 0
T185.4, 5, 29, 96, 0
T186, 1, 50, 20, 2
T186.1, 1, 28, 70, 0
T186.2, 4, 42, 83, 0
T187, 5, 30, 45, 1
T187.1, 5, 5, 74, 0
T188, 1, 1, 31, 0
T189, 1, 27, 83, 3
T189.1, 5, 19, 93, 0
T189.2, 5, 9, 95, 0
T189.3, 5, 22, 99, 0
T190, 2, 23, 57, 1
T190.1, 4, 49, 96, 0
T191, 1, 28, 60, 0
T192, 2, 35, 63, 0
T193, 1, 5, 5, 3
T193.1, 4, 16, 55, 0
T193.2, 5, 10, 62, 0
T193.3, 5, 46, 78, 0
T194, 2, 26, 57, 2
T194.1, 3, 50, 79, 0
T194.2, 4, 29, 91, 0
T195, 1, 38, 45, 3
T195.1, 1, 24, 100, 0
T195.2, 2, 27, 100, 0
T195.3, 3, 28, 100, 0
T196, 2, 40, 83, 4
T196.1, 5, 19, 91, 0
T196.2, 5, 32, 97, 0
T196.3, 5, 30, 99, 0
T196.4, 5, 41, 100, 0
T197, 3, 38, 4, 4
T197.1, 5, 31, 31, 0
T197.2, 5, 40, 35, 0
T197.3, 5, 47, 39, 0
T197.4, 5, 14, 87, 0
T198, 4, 9, 40, 2
T198.1, 4, 18, 90, 0
T198.2, 4, 20, 96, 0
T199, 5, 25, 34, 2
T199.1, 5, 2, 95, 0
T199.2, 5, 46, 100, 0
T200, 2, 32, 94, 1
T200.1, 3, 17, 98, 0
T201, 2, 49, 57, 4
T201.1, 4, 27, 67, 0
T201.2, 5, 41, 88, 0
T201.3, 5, 15, 96, 0
T201.4, 5, 7, 97, 0
T202, 4, 26, 2, 2
T202.1, 5, 13, 41, 0
T202.2, 5, 26, 58, 0
T203, 3, 18, 38, 4
T203.1, 3, 43, 93, 0
T203.2, 3, 35, 100, 0
T203.3, 4, 38, 100, 0
T203.4, 4, 22, 100, 0
T204, 1, 2, 67, 4
T204.1, 3, 6, 76, 0
T204.2, 4, 38, 94, 0
T204.3, 4, 42, 95, 0
T204.4, 5, 24, 95, 0
T205, 5, 22, 81, 1
T205.1, 5, 6, 100, 0
T206, 3, 35, 76, 1
T206.1, 3, 15, 99, 0
T207, 5, 36, 19, 3
T207.1, 5, 25, 30, 0
T207.2, 5, 6, 40, 0
T207.3, 5, 13, 97, 0
T208, 3, 14, 91, 4
T208.1, 5, 7, 93, 0
T208.2, 5, 24, 100, 0
T208.3, 5, 39, 100, 0
T208.4, 5, 6, 100, 0
T209, 4, 20, 11, 0
T210, 5, 38, 37, 1
T210.1, 5, 48, 56, 0
T211, 1, 11, 79, 1
T211.1, 4, 24, 97, 0
T212, 4, 11, 73, 2
T212.1, 5, 50, 85, 0
T212.2, 5, 26, 99, 0
T213, 1, 21, 80, 0
T214, 4, 37, 16, 2
T214.1, 5, 49, 52, 0
T214.2, 5, 28, 81, 0
T215, 3, 10, 34, 3
T215.1, 4, 6, 88, 0
T215.2, 5, 21, 97, 0
T215.3, 5, 14, 98, 0
T216, 3, 23, 58, 1
T216.1, 3, 41, 80, 0
T217, 3, 7, 12, 3
T217.1, 5, 33, 56, 0
T217.2, 5, 10, 65, 0
T217.3, 5, 13, 71, 0
T218, 2, 12, 2, 2
T218.1, 2, 24, 12, 0
T218.2, 3, 30, 79, 0
T219, 3, 12, 65, 3
T219.1, 4, 37, 85, 0
T219.2, 4, 15, 85, 0
T219.3, 5, 19, 97, 0
T220, 5, 30, 23, 0
T221, 2, 17, 72, 2
T221.1, 5, 33, 99, 0
T221.2, 5, 42, 100, 0
T222, 2, 34, 44, 1
T222.1, 2, 16, 79, 0
T223, 3, 15, 35, 1
T223.1, 4, 11, 94, 0
T224, 3, 27, 35, 1
T224.1, 3, 33, 75, 0
T225, 3, 36, 84, 3
T225.1, 5, 18, 99, 0
T225.2, 5, 34, 100, 0
T225.3, 5, 48, 100, 0
T226, 5, 48, 56, 2
T226.1, 5, 38, 90, 0
T226.2, 5, 13, 91, 0
T227, 2, 23, 75, 4
T227.1, 5, 21, 76, 0
T227.2, 5, 21, 96, 0
T227.3, 5, 12, 96, 0
T227.4, 5, 45, 97, 0
T228, 2, 28, 15, 0
T229, 4, 7, 10, 1
T229.1, 4, 34, 17, 0
T230, 3, 5, 72, 0
T231, 3, 25, 43, 2
T231.1, 3, 4, 80, 0
T231.2, 3, 31, 84, 0
T232, 5, 30, 57, 3
T232.1, 5, 6, 100, 0
T232.2, 5, 35, 100, 0
T232.3, 5, 2, 100, 0
T233, 2, 23, 14, 1
T233.1, 3, 15, 48, 0
T234, 3, 22, 99, 3
T234.1, 5, 46, 100, 0
T234.2, 5, 11, 100, 0
T234.3, 5, 33, 100, 0
T235, 2, 14, 86, 3
T235.1, 5, 3, 96, 0
T235.2, 5, 18, 98, 0
T235.3, 5, 34, 99, 0
T236, 5, 25, 81, 4
T236.1, 5, 41, 86, 0
T236.2, 5, 11, 100, 0
T236.3, 5, 1, 100, 0
T236.4, 5, 24, 100, 0
T237, 3, 8, 50, 1
T237.1, 3, 48, 78, 0
T238, 4, 42, 50, 2
T238.1, 5, 48, 95, 0
T238.2, 5, 27, 99, 0
T239, 5, 49, 88, 0
T240, 1, 44, 78, 1
T240.1, 5, 12, 80, 0
T241, 2, 27, 54, 0
T242, 2, 24, 36, 2
T242.1, 5, 12, 97, 0
T242.2, 5, 18, 100, 0
T243, 2, 6, 100, 2
T243.1, 3, 39, 100, 0
T243.2, 3, 26, 100, 0
T244, 4, 16, 23, 3
T244.1, 4, 21, 80, 0
T244.2, 5, 32, 82, 0
T244.3, 5, 21, 83, 0
T245, 3, 13, 71, 0
T246, 3, 29, 54, 3
T246.1, 3, 19, 73, 0
T246.2, 5, 43, 73, 0
T246.3, 5, 3, 100, 0
T247, 5, 41, 78, 1
T247.1, 5, 48, 81, 0
T248, 5, 1, 96, 2
T248.1, 5, 13, 97, 0
T248.2, 5, 21, 99, 0
T249, 3, 14, 54, 1
T249.1, 5, 47, 77, 0
T250, 2, 43, 61, 3
T250.1, 4, 37, 93, 0
T250.2, 4, 4, 96, 0
T250.3, 4, 44, 100, 0
T251, 1, 23, 22, 1
T251.1, 2, 12, 23, 0
T252, 4, 12, 98, 1
T252.1, 4, 29, 98, 0
T253, 4, 5, 8, 1
T253.1, 4, 1, 33, 0
T254, 1, 24, 97, 2
T254.1, 1, 37, 98, 0
T254.2, 5, 18, 98, 0
T255, 2, 39, 34, 4
T255.1, 4, 45, 52, 0
T255.2, 4, 35, 98, 0
T255.3, 4, 7, 98, 0
T255.4, 4, 48, 100, 0
T256, 2, 8, 48, 2
T256.1, 4, 24, 71, 0
T256.2, 5, 6, 89, 0
T257, 5, 21, 21, 2
T257.1, 5, 3, 88, 0
T257.2, 5, 12, 90, 0
T258, 3, 25, 58, 0
T259, 2, 25, 80, 3
T259.1, 3, 25, 88, 0
T259.2, 5, 7, 90, 0
T259.3, 5, 16, 92, 0
T260, 4, 37, 52, 0
T261, 5, 38, 49, 2
T261.1, 5, 26, 72, 0
T261.2, 5, 12, 88, 0
T262, 2, 17, 92, 1
T262.1, 2, 40, 95, 0
T263, 5, 44, 60, 1
T263.1, 5, 41, 96, 0
T264, 4, 30, 46, 3
T264.1, 4, 30, 87, 0
T264.2, 5, 21, 99, 0
T264.3, 5, 13, 99, 0
T265, 4, 21, 34, 3
T265.1, 4, 26, 36, 0
T265.2, 4, 9, 38, 0
T265.3, 4, 4, 57, 0
T266, 1, 46, 31, 1
T266.1, 4, 34, 91, 0
T267, 5, 40, 9, 2
T267.1, 5, 19, 47, 0
T267.2, 5, 13, 96, 0
T268, 1, 38, 73, 3
T268.1, 1, 9, 73, 0
T268.2, 2, 5, 76, 0
T268.3, 5, 49, 83, 0
T269, 2, 21, 51, 1
T269.1, 3, 48, 83, 0
T270, 1, 41, 7, 1
T270.1, 5, 8, 84, 0
T271, 2, 11, 73, 2
T271.1, 4, 30, 95, 0
T271.2, 5, 38, 97, 0
T272, 2, 21, 76, 2
T272.1, 2, 16, 86, 0
T272.2, 4, 17, 86, 0
T273, 4, 17, 71, 1
T273.1, 4, 3, 86, 0
T274, 4, 38, 77, 3
T274.1, 5, 31, 84, 0
T274.2, 5, 24, 91, 0
T274.3, 5, 29, 92, 0
T275, 4, 30, 50, 1
T275.1, 5, 40, 95, 0
T276, 5, 34, 1, 0
T277, 2, 9, 77, 2
T277.1, 4, 7, 86, 0
T277.2, 5, 41, 96, 0
T278, 1, 33, 43, 3
T278.1, 1, 1, 69, 0
T278.2, 1, 34, 78, 0
T278.3, 4, 10, 93, 0
T279, 1, 28, 28, 4
T279.1, 4, 34, 59, 0
T279.2, 5, 47, 92, 0
T279.3, 5, 41, 100, 0
T279.4, 5, 9, 100, 0
T280, 1, 6, 90, 1
T280.1, 3, 11, 94, 0
T281, 2, 8, 20, 3
T281.1, 5, 46, 83, 0
T281.2, 5, 47, 96, 0
T281.3, 5, 2, 100, 0
T282, 3, 6, 75, 2
T282.1, 5, 36, 92, 0
T282.2, 5, 35, 92, 0
